,uuid,item_name,tier,starting_bid,item_bytes
878,b4c1f79c498549d2ad7b4ff755a5fefd,Withered Aspect of the Dragons ✪✪✪✪✪,MYTHIC,44000000,H4sIAAAAAAAAAHVV3W4bRRQ+rtPUdlsFaITEDQyoRQ3put5de9cOUoVxnNhqflDspiCEVrOzY3vk/bF2Z9NEQkjccMMDcAPXlngM33HFO+RBEGd2bcdcYMlrz/mfc77vbAWgDAVRAYDCPbgnvMJuAe53ojSUhQoUJR2XYYuHbALqU4CHb0I35nRKXZ8XilDuCY8f+XScoPafCjzwRDLz6Q06nUQxL6H0Y/hkMbePOY3JgKHsgCzmnt1q4E/zuaHb+h7socEhDeg4U7J9w7KrSs+f7xu1vcxwv1kzq9YeWGg6kDEPx3KSG5uGvWnaer6vt+ylk/6iZraqNvo9Rb9OLCTZzGPXnuV2htGqWs/2YEcdv8fv7R8/4/MHLP9LrHYx9/PnIEp90qWSx+QSU71Q+ToTGsxEFJL+t2uRz+kVJ5fQUAfMKhj1yWV/rU9dkQR3IbqhhxEH2DcVuA9NJbvmLJV8w+h6xmOBo+Ck31+HOhIxJ+1kxplEMdgo6gcz6otwvGn2OozY1KVsSu5kJ1xO0FDeqJS6EogRJwPJsdb+Ou1JFMks2J0kxTDo0sL/A4YXDcdY9p1+MKHxLORJsnHj4SRVd/Sj2FOur5RISBqS18L3N7s5jMXM5xqOWEz/c9FL1eU4a1sfHisBD6MgSjELTulDnM/tb7+QHsJMJuQiDTNn1HyxmFttV6h7HpDDmI5xUheIAKJAgyO96B/3hqRz0u+8zoDa9n1yGoUJzjghIiSjOAoliUbkJkrhMzSQFAtbzKnReKHrdtVEEfEyUFVJT0j4FAXBKkBm7NMY801XI6jCLmLrlIaUdKJEKiiaeq2GtT5ZzEeqIYmSWZigUW+g+H287VshJzzmHvk6CtMEPleUimmId8VS9nUFZ8QsWVEDzzbCBT7CX1R1qKQsClxlbfv8ivtVjNtaQXtKF/OYbAL99Lthr98hh2/OjrvnZ2Tw9vzikNyZl2DrjAYcvkLRurIlCrFVKFi2WiW0bn//8/+eUIGd7rWMaVvixF0EfFKEnZgiZ26cdDaOqcfVasFVU0kklYnjRtEUgP1VgfsxThnNt3vd9sVwgFZFKMG2GyVJ34OnzYZr6C5zNWqbVKsz3dOaHmNay3YtVjOZ1ajhfioFkSdGAltVere8SBEeLzM7Wasw8P0KPFJLEBsecGw6JhJLlqm0RdjykRT4dxs1bEn4/LjNsmWgghThgZ+zCU9bRXiS+lIEuE2cBPeKw9Veye3Ka7Dg+R6ekxXPck8sBtnkJNnGyPM8HOEmcGg2g9ypwtcbIy+yfLXiUO7ygOc7Js9Z8ZH+TqLonycpXS0Zlusfy4yaaKGomUd8KO94nccsJyv2r66f7bo8xCOpOO9MM87nohJbrk88ltHdXy0l5Y7j3EpTgcNsNEe26TVHGtNdS6vTlqW1zJGlGQ1uMUZHruexIrw3iaQzixAnkcPUKwyDVLbhg1UOR3GASud61u4av7766ce/C/DIS7GvqBOSB4USwmxG34XcO4pieFp36y3PaJqa2WS2Vq81bK3ZMLjGdep6yFm3ZY1K6q0Ju+3BN93O0Dk/coa9rnN40T4+PytBGQfMEbjBDHbqL43mS8Mk9QPTIu1TnBFs528j9Wr9FyQFC3WJBwAA
879,5f31ab9a37214fa2807583951adbc35d,[Lvl 1] Blue Whale,RARE,143000,H4sIAAAAAAAAANVTzW7TQBCetECTHPg7cUFaoiIO1K3txEncW9qkjaPYLSH9SRBCG3sTb7J2IntdYhB3LjwCN6RceYaIJ+FBEOMUIV4BydJ4Zr75ZmZnpghQgBwvAkBuC7a4l/uSg7vH8ySUuSJsSzrZhkKbe+xE0EmMqF9FKL6eJUKcvQ9ZlIcty4PdSs2tj2ilqtR16iplVzWVkaFpimGoer2qspGq6Rh3Hs0XLJKcxQXIS7aUScTiTeo83L2kImHwnaUddXjtq951R7ipVUW9/1oVZ9Z0UbPCy3R0bFWtAP3tRrWbmv9gDUmvDDEod/xh+CoZBZdqt9wTrN3T3ODiZnh6wp0PrjEIOtOBblecpgjOmpPU+eDMzpqv1GHfnw76ncDWW7qjt5bOdGYMdCu1+8Opfdpa2leW6jTt1AkcYQfO1J42+PhaM7H6Iux4PF4ImhbgTncesTwaH8P99ap+wmOfhxNyziTaHq5XtTajQvqHZL2iL3W0FdarqhVOWCzhObrxawhBFnPJ52FMfEQj1H2p7Rs/v35D7z7G7GDMUSJm8OI24pTyMCNU91UNxc+vn0mTjVkYM7TW8MmBbIBuGRHEpsuMEunIbTF/WJ+ixAlNcCYxkXPSZTdMED0rlanP4cd6NV6vxHoVkP9HRJvi8bkOUOo1A9vc3TwF6/GJLxVXcHeWNUs9j0ifx2TBJOrwCCHpPIk2esDC5Fk26PXKROpeo9fKwx2HBgyeINub7o0g2ltMZR7hDpMrnwqGW/GgtZQRbUgZ8VEiWZyHHWSzwvEcoo8lmS5Y6bB01L1ovbtqN7qt0l6JupLfoHVMRcz2Smy5KB3iyPZKeDMRgrPMCPPxHjOav0CXhl56ETMP4bfuTXvHWXd/QJ/y2XXD9nmrj7UnCf7vqkbZrFR0XTFGjCoVVBTTHVNFHemaRxmukKvnoSB5gOtJgwXcNw/MA71M6oeGSc5tgC2416QBnTDYBvgNi/1yuUwEAAA=
880,d67dc160e95f46408a9fb7cd9658dd13,Gemstone Drill LT-522,RARE,9500000,H4sIAAAAAAAAAH1U23LaSBBtTC42SSXO5SHrVCXt3F4SbElgDH4jNiaqgOOy2X11DdIAU0ga1cxoWT5kq7xf4F/YZ39KPiSVHok4tuMKBRIzc/p095nurgCsQElUAKC0BEsiLP1Xgtu7MktMqQJlw8YrcIsnwQTspwwrn0TI9yM21rT8VoG7odBpxOaE6knFl2nXgSfnZ82PirOpSMZ4KGdcYZMOHp2fbe+xmI35Dp6fBe+3t+AZbfVFYnHHKeehPWDv664Df/w82ZfKZAkvzmoOMT08P2t1RiMRCAptjn/BS0J3FUuMzkGu69C78fX/f7HggPu0zD0QcAMekP2CFX3fh3eXzRvk4+vpKV71TogP8Iqes4kIJiiSgBLUXONcZgqDCUsCjiOp4DFh4iwyIo04hkqmesMK0jqOOW0S4UBmRODDCwK2MyNjZkTAomiO2kI0DpWc8iR3NoxkMNXkzUg0Ey5UgeGhdRVvkBQW1WUiKfJ23tI77PJYG0m5kfYhV7mWswlPMNM2ADMRGveUiKJ1IqhZAvE3L5RrOg6tr5BcEbK4JqhfM7rJ5hcJyZnNeT/jEQ5YMs2r4EAa9BNtSADitdnQ179Qd2TBAUtZIMwcZ8JMcoFTpgypsjCzOqzb4rI5YScZi6JarpG/vk5+U2ZrtGnlIk/4qxdL8Wc6Vizk2JdhFt3k503hp52mkSAvjHi0JrEwW1j+Jo1XC8N5cUF4SAiN+e3/uDR4bgtjjmSUNxgdMgrCKw6pNbw+t/UoAsLZG366EN2G6rkuNedmbUr79K/RHoqIlN25IgJ+lFIbJDiVfXTkdz8NcLfn737O87/UZ/TznLzmLvfa2o9eo/1tqlMLdbd03nkUS3NXyiiUsyRvaNdz7CjBXLPmwGYpDI/pzhMcclScCMY8XIdV6iEbTfuog3tHfq+3DLcOWMztDGldFF6hWm9Q3fI8qMDDzj9GsbYxSgwzw3UZKqFFnNi6Irf3lu3Mg9Vup388+HLQOcmZT7wK3LdDjxKNOSVLZvxi3JDZ7TLcHV0UdbkMD/Siu0+M7W47TYHiyzIif9Nqhl7o1hpV5rlb1brrjqpDpz6q1ryax1vNUdN1hsuwYkTMqRLiFFa3N936pueh6+44DWz3AZbgTjE67Rj+Dj4lc+C1BQAA
881,c50096c9e45c472bb1f3d79117074db7,[Lvl 56] Magma Cube,EPIC,4500000,H4sIAAAAAAAAALVUy27bRhQd2UkjCQjSLoImuwljAy1iynw/BHShyIpNQfRL8kMKgmJIDiVKfKjk0DYV9BP6Hdr2G7TuR/RLit6Rg6LLdNHV5Zw599wnp4lQA9WiJkKotoN2oqD2Ww097WZlympNtMvIdBc1TqKAfojJtADWX03UHC7KOD67T2leRztOgPZUPZQUW1FF06O+qFqGLdo01EVPU4hm2ppPfAv8zvNsSXMW0aKB6ow+sDKnxTZ0HT29JnFJ0e+06kuT25kU3PZjv3IMOI+GUnzmzJemk15XXtcxnATuTzrGoLL/xdUZudHjsdqfTdKL0kuupYF6GdOTS9lPru7c1VQ/HQWL01GnchVXd1fB/PTYldybDzN3fvHgJheSuwJ73F+MR85qrIzVs5uePplPZuO5q4znvjJJrhPgqePVRXU27NvhrfQTZN9Ez4KoWMakaqAngyyndQC/R883a6ubJR5h+JwygL7brM0TSmI2a+PNmrxTLPQSoCMa0rSgj5hstQxzCw9ZTtPpI9d/J8stBSS+3ayNYRwlFXajNMrSAr0BKmcDSHHyCOL7LF9wOdloWftIgC+ghKRgNMf3syimOEtxlZU5joqYpEELpJ9zaUgOv49JQNHbR90jyHerpO2DMROoDgckIVOKWYaaABU8csEVXgHvB/lQln7kBeMuCFf4qqAB3PE0YfxTGHgBnnhA72iMdZNXRxW1pe6jPzZrZbOON+sEf5UJ/wv5fzQ5L0HWDiTdgBYewsGQFlDy3raD9DKazpjox5G/4IWTIMBsFhV4CS2CFsJS0O0k+DmhafmGb9RmrYN+79zp1tGTU5JQ9BrUPg7uoGfGJwiou2SaENwtPQr796L3wHLSYSyPvJLRoo6egZyThhn687PAqiUV2oLbOXY7P3ev3veEA4H4LLoDNCRxQQ8E+rAU2oZtKbresi3N0m1VgZIE+FdzcOWJgNMM3gEu+o+bz0fMJyy05QOhLCP4ELTAlC3D0kRCbEvUbFMRLVUKRMmy9UAl1CREA7EyjX4pqcM9bNXzVdmURQOWVNQ0TxK90Kaibxu2p8ihr6rSl/DbbnZ5M78k8Wudv1po97w3glbxFNDe12RQRw3GF5eRZIle2IeydqioWGurBu64CO2gb462a452EfobQEsU+iUFAAA=
883,fc258b0acd02448d801e717ab1d19bab,Chumming Talisman,UNCOMMON,800000,H4sIAAAAAAAAAGVT7W7iRhS9JLtdQJVWlSq1P11ppf7oojW2gbBSVTkmGGfxuBiwY/+pxvZgBmYw8kcc8w59jrxHnqXPUXXI7iqt+muke86559x7NV2ADrRoFwBaF3BBk9afLXhtZNWhbHXhssTpJXRmNCFThtNCsP7uQne5rxhz6gPJ23BhJfBOSUZDgjXcG6mY9FRttOlFyXjTu1LGm0gdD68iVRW63/PsSPKSkqID7ZI8lFVOimfrNrz2MKtI6y9SZ6ll3MrY77NYdbfRnU6tSZbaq6BBu5sanawB2tknZNSfLEOn8ez2PuSsCNdsb1F9KLTU9u0G+Qs52Nl1OFnLSAm0YLVXEQ9ZsBLRzXU/OF3v7MYqDKqn1uG6iZTwGJmeEwjfL33uE2U8jbjLYvqVh46hMtgmM68JvVsW33nHmHuffWduk/jrLzyXkZnbF9jpM1acs57nWi1l5vy3duZ7TWRYqUN1imeuHE+y+7n60mPO+8eIe7uYT3liDKrwbnGfmJ72nGN5NQh2geac5/TXJ3sXMmQGDyFfPASnRY1WqWori0Fw8qhj3tJwFQxCcyF2mWqOj5ituGInN3Wwc/eO0IeThCLTpRatX/LxPkvM6T64c7f/yy5uEPnjfejXz3cSOyqwL9PnPZzxmfzp5b0eGwf5V3HxLrxJaHFkuOnAq3mWk7YovoEfnx5HU1ps6SGVfFokGf8oPT3iX/rww7+Q5ZGQ5CsA8JOA5rQoyeG9RMufC2mT5VJOMJPibcULKdvAt4JiZ1HzXsr2vwmJ8MFPj2yNDMe2HSTphnGzXDpu0IZXCHMC3wuCIdT87LfCjBYcH0TqtzcPZY71ssxpVJWkaJ//DHxnzNa2bSHzj5U+t5a2jkSfqhLIO6KpEVGGcm94peKelmDxNbRI62myTDaxKpNYHbWhU1JOihLzI7wdf+hrHxRV0j6qY0m3AS7gmwnmOCVwCfAPV851dLEDAAA=
884,cd87a352094a4e9191a338f0fb003190,Kat Flower,SPECIAL,550000,H4sIAAAAAAAAAB2Qz07CQBDGhz9qaWK4eTJxNcRbg20Jpd4IghpQCZh4NEs7tBtK27RTkSfqe/TBjFPmMN/ub77NzowO0IGG0gGg0YSm8uG+AWeTpIipoUOLZNCBNsZeCHW0oPOifJxFMsj5+qfDha/yNJJHdi2SDDWmGvSq0nlWPygoVLmgRFTlZi6JxaEQWeQSCe5Y14oIs7qgYpFkPp/Znu9Uysw14ZqzL4+1IdmKg1QkSO1RHEIVIVwxLtIgk76KA3FMikykSLfQYg43nKoSVyoIyfAi5e1EEou6Df6hyJE7vaxKryqj9XI6eR0vNGi/yz2eaG2bRckBM9ChO/2lTI6JMrUpCHPttCd9Pv78ni0+vqYrflkUjHpDz3O9B9wYru05xsCyh8bGGm4N0/GdkTkc2ZZtadCpR8hJ7lPoun1z0LdsMXgcmGL8BtCE8ye5lwFCG+Af5sE04Z4BAAA=
885,da7d0c74ca46453ab63d6c57451fc498,Magma Necklace,RARE,600000,H4sIAAAAAAAAAFVTzY7aSBAuZpJd4DBRtFKkPa1XmuwlIrGNGczcHMMYE9oEhl9fRm27x3TotpF/wsA77D5B9rQH3oNHyYOstg2jiD1Ypa6q7/uqPquqABUo0SoAlC7gggalP0vw0ozzKCtV4TLD4SVUujQgdwyHqej6twrV+1XO2GATkaQMF3YA1yr2vYCQRu3GVx5rdU+Ra7rcwjVVrmtN3fOVZlMRuM9JvCZJRklagXJGnrI8IelRugwvp5jlpPSNbOLQNnsyninMr4+W3tygdjsO0XghD9rDhtPu1NEObZG5+WSbBvW7va8uZ6k7YSubGje2aW+c8XQ5GK9UR3xI7ciLLyM+sNAGiYjGPe6071aIOxxROzWpEdrRx62numvPmg4WQvfE05tgazrz6kvmWU8i96ynssjjd3Iw77EJnz4FM7Z1Z8PjjEG3p7j3p77AmmpBd7p15+hYO+0ltJjTv59o/88V/fNe+qwbB93RZkD1r2ccuTdjuTtztouZK/d5gwVmS3bny+Mc/R3auWN7i3YBdWcL2RV7Ouqk4cx61OHTJfrCqGO5YuOF4loTTWy+cdtTjvhQW+xWjcWuozpWZ7MYrzSnvWTOLqyj9pAevTE/tor4OFy3xJ+qws8BTdcMbyvwoh8npCySV/D6sG92CWbZ8lY67PE7pQG//khJIxKS6LnwXm0IxJvD3uvTR3IqkQRnNI4kG/4QICvBUZaKbv/Y/f3vf6RzHtHxHq4EHuEIS5/jmAnc9TnOe6fK37/9JdlRRhijAuOTIwqKoW4MjzKabW8lM/eIdCdYMupL8LagwDQqxlTktyI0udivmAPhkGPJTAjm8Jt4i9JmSSJpRQV9FErPdUGXFiIF9LDXx0uaSjQjXPJxJAmphDzGSUiC3+GXw7512LORMepITsf81DfMThleOJiTwsrWidAh/ophnwjTX3WesgQbWZZQL8+Ko6niH49LeM2Elw/JmZfFUYnL5WK7h7XwqHhDuThwuEKGhYyHM908F+nruqK3sK4HNa8ujljzWw1xxITUFF2WiX4jK76qlKGSUU7SDPM1vGp9ULQPal3SbjVZMhDABfzUxhyHBC4B/gOrGnsQWwQAAA==
886,9558aeae429d45b883098a60491cb5c3,Tropical Bird 1 Minion Skin,COMMON,899000,H4sIAAAAAAAAAF2TzW7aQBSFB5K0wKarLqpIlatG6orKxpDAogswEIbgmQDmZ7yJBjPYA2Mb+SfEvEPfoPu8Rx6s6uC0UlvJkqVz7z3fPZ5xBYAyKPAKAKBQBEW+LnwvgAsjTIOkUAFnCXXPQHnA16wvqBvLrp8VUJnuUiHwIWBRCRThGlw1dX1T1+q0WmuqtKq3Go0qrdGbakvXabPeXOkb1pRz91G4Z1HCWVwGpYQ9JWnE4hxdAhdzKlJW+MEOoQuNoUoXmnD0ibdatjnshq5pERVb4yPamjWz62ooO9xBo82dwfDR9kVsz8QO8vY1NOCRWMhHR29n+70nezuWc0KQba+BtsInR7HDVu9g35IDyWBs8LYLg062qtn71e0cE8l99RnildbaOv48I0vIR+18ryNdrFOynGhSn9rLvkaXQ2Eb0MW8ozrBXPzuU+2lp65lzcny2k3OkfvO1GRo8X+0U7/0O+Q5oS/nBu3rUdb6y6OR0EVDEH3o2cE4XflzdaRPBBuc9pg9khoSeDEXyDcbqOtkxOr72PI8IvOio6tKrY6s8QEtJj6xPI4se4dvZ5l57G/trpmhraORhakRv+9hy1XxYijwFN7luw1U+e60jED9Jk+qAt6uebwXNCuD81EYsZIUS+Dzy/ONfKR3rJg84GGgxDseKI5HA5fFShamEbiUHX5e/BIrdL9nNKKBw5QkVCj4kDswS14R7lChdHi0VjQpfpWAq1d7EqaKQwNF4k9jJxhPmK9IEA2y3OLVXwk3OVLyQ+6wT9Li/cvz5uVZGNg0MVIMPDV7FjRK4BxRn4GPsvof+k+OqcwhY7/rPSURbSdJxFdpwuLS6WcBl9YE38vPNHrowEn3QXu4702mGLVH0CIAFMGbLvWpy8AZAL8AGtyAkGoDAAA=
887,abd3b6a4ebb04db8887783b5f5e8ddf2,Heavy Skeleton Master Boots,LEGENDARY,25000,H4sIAAAAAAAAAH2Ty27aQBSGD3GgQFJFVVVl0dukaqQgagLYhIvUBfegBqhiEqkrNNgHsDA2tcdJeZA+Ay/RFU/SJ2l7bJN20aore8588597GiAFMTMNALE92DONmByDeNPxbRFLgyT4LAX7aOvzHSFZdxZIIQlJiMHBjT1xkS/4xMKYBKlL08COxWce4T/S8MgwvZXF1yRy5biYJOtTeL3dlLvIXabpZKux7cZQKwX6VM4KqqJmQqDpmoI159zWQ0LPlk5Dgr4ZyD0ALb7ksx2gKgFRPZOJiNCCUsqpAR8IXiK3xDxAebaQL0eEopRz+VIGMgS0cIq2hzuiVAjFspX8Tkwtl3IXhB4Tqq0QjRCUI0wuZCi19/TbwpWYM024VAiX9Xo9sr0LmA5yMSdTh1uWac/Y7cNF13Xu6cktnNDho+sI1IXp2H+A0dxxbS/QIh9BKj1bp5p7yEiQGWEJ2NrxmUEpwnMC7k0S5C4Je2yyDqpTOiVzDrLbzUXHtyymoWANx/a9GtMWaKEgh33uCQqQwLP8+a4N/3X14p+uijtfAG+2m+Jobnp0v3RctjJRR0ZH36bnBvv+7esJUS8ppu3Gump324NW/foTa90Muu3hgDWGw5EmQVx3LMeFn4uDJOwP+BLhFb2gdt6t/4q94TjCgzQctb8Il9cFtWHiC/SS8MTw7Rk69thbmJY1dvEzHDbro3pz2G9otUJVguMJ5akJLkjEEx/R1dGm+UcKsZiE5NIxzKmJLsTngetkuALPtA/tq/ZoOBj369qofT0OY07DYbAy3BZLkvAkeGwEUzH2oqkgQUmChAjbGh2OptF0jKfRdJA1LkF69XsaIkNiFs5KcKDt2/d9CuFtUa8aF0a1IleqU0NWJ9OSXFWwLOeLeT7JK3yKxQptpilwORZm6D6RhJQwl+gJvlzBUfW8oJ4XFabWlAqr9wH2IBFtFrHwC2P0k5AjBAAA
888,df679fa3889e4cba98bff03447ab7ef2,Sharp Bouquet of Lies,LEGENDARY,23000000,H4sIAAAAAAAAAE1T227TQBCd9AJJhBQJ9QEegBUCqVHb1I5zf0tza0RIoGmFEELRxp7EK9nesF5T8siH8JxH/iGfwocgZp1UwrLXu2fOnNk9HucBcpAReQDIHMCB8OB3Bo47Mol0Jg+Hmi9zcISR64O5DiF3LTzsB3wZ0/JvHh57Il4FfE2skVSYJfQEXm039QFyxaYuYS223Xi1mkWvxqldtxpFeEmELg/5Mg26Z+XyLnpWbdqlfXyqFUZL7e8YjrVnNKx6Ec4o3lFCs47PI/dBxHpL7+apmRR3ZDMD64H8f0W7XN2z69UHtuPUSgQXoWDWX+j58+snjV/pUM/pDNtNsBsnEbK+VKwdBGxIwfPtptaei0DodYt9QM0DdsWVomKMlJAyboaD61vWGQ0771J3+kIh42Yn8z2RQLkwgAOvaaSlkjHGTPtcMyVc6fqoYzZHfY8YpQ5hhKHA+Jz5QmsRLVmyYlqSBq8aDU6UhcS4lO4Vv6NaG307tYmKGU59LRPFfOSB9lko4phkzlkKpuXhBXE8CpvMcpoY0idlXmplydhSJ4eudwKujHVrXwOeEt6RMvDkfWRAbpuWIb0a+THqDXrjbvvmM+vejQe9yZhNP01uulk4GvMQ4Rmxpj5XK3Ylk28JakbejOiskIdC74dWvK21EvNEY5yFbCg9sRCo4Dg2Sdm0jwtXk7uPd73b2aQ/Gw170zw8MX3MIx1ipONDOEkCLUKucSYjnC2kmvEgMP8B0DaShCTe2DWnwWvoXjjVZvWiYi+si4ZteTSrIN1oVSqLLORIBmPNwxUUmpd25bLssEqr3GTt9wAH8GjXd3AE8A9V59i5bgMAAA==
889,2799bd41057949e3b5c8ada92911ecc4,Jungle Heart,LEGENDARY,90000,H4sIAAAAAAAAAGVSy26bQBQd59HaVqWsuvciWxpeflCpCwK2wTHjBmNs2FQDjPEQsBGPOPAP/Y78R76l31F1cKJGVaWRRjrn3HvOzL1dADqgRboAgNYZOCNB62cLXCqHcl+0uuC8QOE56GgkwJMYhTlV/e6C7vKhjOPFcY+zNjjTA3AdYEEcBkOOGWFWYgQB+8xoy/EMj3CfFbbswJd8Wvc9O6Q4KwjOO6Bd4KeizHB+sm6DSxvFJW79wsdDqCszFq252BfMnbeRia4eQsNy+oYl87B2qoWlC4vl8U5XZOJrs0c3iXN3FT/oRB7ois7CxBEgDyOY3PNGtGJhNK6dyOcpXrmqmRiqwRu1u4NEzxUih/r+tvJ4N/Wm9sKhvq99ZhBtYG3zUu7+1cHU5fu7QLMr157F/sZO/cR+9dXMKliv3nRmjDWTo1z9yuVN1uZd1pKNF/9ijd6uPEUPF0QmSDNZXz08zoX3HvOES73EjvxkkgRKv3Q394/B1BZPOZajJzidPLjr8dFVw8qInNpV9dqoDRGqQezUBrtocMuMHEvnjMjgIeWdKOShFRB6V64li+56Fhm1SVzVPzZ6nRzf8yVcHFAPZ2Pu/stOZ+CtJep/PM2J/lGO1iw5/UPDa+zd+30rKXv2G514F3wMSJ7GqOqAi/khw20KXoDrl+chPRO6f0GP7HvFDvcCjFOcFz2qxVneO2zBZyppmFm5D2Pcs3CSxvgLbXD18jx4eY7n4+kYqrLptMEFRAk+4W9iDaOsoPZX46ciQ3JRZMQrC5y3m+UHn2YrOJ2Pf2hj2bRodVlS8Bpjb8R7aMv0Bx7HiMLIYzxWkpihiPuCh9EQc0IbdAqS0JwoScGVdMOJN7zQ478KYk82ADgDH1SUoBCDcwD+AJFLwhh1AwAA
891,c49eee85fd244f2d9f380fa55d596d00,Molten Cloak,EPIC,7950000,H4sIAAAAAAAAAFVUy3LjRBRtx8ngmKkKMKyhB2YKqIyJJMt2nJ0fiS3HkuOxYsXapFpSW2qnJaWkVvz4B/6ABbss+Yd8Ch9CcaVkGNjocfrce869t/pWETpEJVZFCJX20B7zSr+V0EEvziJRqqKyIH4ZHQ6ZRy848VNg/V1F1dldxvlkHdGkgvY0D72jLUdyWm2l1mqdNmt1R1Zrp4oj1TxJXbacxtJZtlyIu0rie5oIRtNDVBF0I7KEpoV0BR3MCc9o6Q+6jn2tN5KIJXO3/jFwbjpM68e+bi4kY9fZGKvpzuifbwy2vtR6HeYORw92yFP7mt9prNOEWG6bwcqw9J0+WNQN61oylOlmYnbDicm5sdIaRt/fTgb2Sp9paY91fC3qbh3FvncG88kCdF/ymO7gYkvk9pQMLjJv0BbaJ02FR054IXk3I34dzjeexbe2NS18esORbM+eed5grnrD+da+0Yuz59pAjxvj2bX6fyzn34zSF+3YG35cT9jpw39yZI7FM9sytgvLlsZhg3u9tmTfBIWP8Q7qMQO2WHVDwxyF+mqq2JbeWIR2aFiLtWG6im5OZSMccX3l7mzThf4Yd/CtGOa1bIfTurEbsQX0TlfsAHq3MfpTVvSn123n7+X0vg3TqqIvPJbec7I9RPvjOKEVAN+gN0+PrZlIaOSL4Aw/PbrHioS+BnBICX+GyHFdQt8A1KdLGqX0GQPat4DpxGcuvmCR9wJD1i+fHp1uQumO4jn6EUhWQCO8jTMckAca/SSwQwHwSEh86mEWoR+AJAKKOUlFnqaRwrMVJzgEox/y0AR9B0hIIoLdOBUpJgnFHnUTSlLI4WzRazjPQ9/D+1f0FXj47A1rc/QW8EFCIpHndo6Vv37/E39mFEEoN9I0GU0gZTeOsvQM6zEXYLYHRvDP6on6S1HRgLAoNyo33udOn0vBcDFYKkjkUvQ9oOuAcYqXzA8Ei3zgNS+zzEvIixYuDJ/C+FPMBA2xSyLoDGRZxgk05m1eROPpkZ9faT3cG086lxW0b5CQoiM4+GSMx+QOpnt0vhEJ6QiRMCcT+Q2tkn9/yuiVUwwEZA/KqBrmdd8uoW4A9lEl3yHotT4Zm+fGbaEEC8SJ0/QW7n2Sc0A5y4D0TpZdVXWbck1aEqmmKhJsDakOW4OoTt0lpKW22xV0KFhIoRXhPTpqn8j1E6WO62eSjK90hPbQq37RMFRG6B/m69cXzAQAAA==
892,566c74517f6b42b0973f56cc1f0dc638,Chumming Talisman,UNCOMMON,800000,H4sIAAAAAAAAAGVT227TQBTctFySCAkhIcGjkZB4gAjHl6ZGQsh1GsclXhMnsWu/oLW9cTbZjSNf6jr/wHf0P/otfAdiU0AF8bTSzsyZOefodAHogBbpAgBaR+CIJK1vLfDQyKpt2eqC4xKlx6AzJgkeUZQWnPWjC7qzTUWpU29x3gZHVgJeS8ngBCMF9QYywj1ZGSx7UaIte6eStoxk7eQ0kmWu+5JnO5yXBBcd0C7xdVnluLizboOHHqIVbn3HdZZaxoWI/D6NZXcVXerEGmapPQ8auD6v4d5S4dreQ6P+bBk6iccXVyGjRbigG4voJ1xLbN9uoD8Vg7Vdh8OFCKVACeYbGbKQBnMe3Vz0g/3Z2m6swiB6am3PmkgKd5HpOQH3/V3nKpG0UcRcGpM/PLgLJXWVjL0m9C5ofOntYub98h27TeIvfvNcisdun2P7X1hxyHroaz4TqfPv34HvNZFhpQ7RCRq7YjzMribyfY0J6+8i5q1jNmKJoVbh5fQqMT3lLsfsVA3WgeIc+vQXe3sdUmgG1yGbXgf7aQ3nqWxLUzXYe8QxL0g4D9TQnPJZporjQ2pLLp/JeR2s3Y3D9eEwIdB0iUXq+3ysTxNztAku3dV/2fkOIl/bhH59tyc+owL5IrmbwwEfi5/v3zPN2Iof+ca74HFCih1FTQc8mGQ5bvPPx+Dl7c1gRIoV2aaCT4okYx+E2xv0tg9e/IXMdhgnfwAAXnFoQooSb98JpHxTCMssF3KMqBCvKlYI2RI84RQ7i5p3Qrb5xCXcB93e0AU0HNt2oKAbxvls5rhBGzyAiGHwnBMMrmYHvzmipGBoy1M/Pb8uc6SXZU6iqsRF+3Az4JkxXti2Bc2vc31izWwd8jpVRQ6noeJEO9HiniTHg56iKriHFFHtYVnlpzGQTqO+0gadkjBclIjtwFPtfV95L8mC8kHWBN0G4Ag8GiKGUgyOAfgJk4gkYbEDAAA=
